lat,lon,time
18.28716,109.499466,73
18.224237,109.51103,62
18.23752,109.54271,23
18.271284,109.47936,74
18.248455,109.62082,94
18.263174,109.61461,67
18.268023,109.49184,34
18.275455,109.5051,65
18.289381,109.47767,74
18.300312,109.52592,68
18.30837,109.42558,43
18.308086,109.43264,37
18.270624,109.49698,67
18.318771,109.70077,62
18.289717,109.49258,84
18.237188,109.50855,75
18.302444,109.494095,73
18.317156,109.42113,87
18.291649,109.43796,44
18.297434,109.48969,10
18.262217,109.498344,94
18.30408,109.48354,32
18.239809,109.5032,8
18.347147,109.15834,42
18.298203,109.454834,82
18.263914,109.487595,34
18.29284,109.529785,52
18.291216,109.50424,90
18.304708,109.7038,38
18.266653,109.50131,24
18.231945,109.61948,29
18.231838,109.50047,46
18.320213,109.7012,56
18.228277,109.51926,72
18.253416,109.49556,15
18.272123,109.48665,14
18.221731,109.51048,73
18.282707,109.57275,68
18.30014,109.45082,7
18.271719,109.49644,20
18.292013,109.49698,2
18.293192,109.41644,66
18.233046,109.63646,98
18.329178,109.653885,8
18.261444,109.51652,66
18.292896,109.43642,47
18.29058,109.406265,86
18.287016,109.44393,82
18.30313,109.59896,91
18.327934,109.55657,46
18.292522,109.397545,34
18.324934,109.47118,54
18.299465,109.52331,3
18.326618,109.62438,82
18.263987,109.49663,60
18.296354,109.53358,77
18.248898,109.49811,22
18.292337,109.52869,96
18.293327,109.54198,53
18.279526,109.477905,18
18.271149,109.47944,47
18.288467,109.43779,29
18.224922,109.51324,55
18.29733,109.48928,27
18.262144,109.49105,88
18.289371,109.431496,49
18.280111,109.57404,82
18.287926,109.5878,36
18.254147,109.49984,85
18.227003,109.52727,81
18.28257,109.49524,19
18.28909,109.4454,58
18.2896,109.49267,30
18.302156,109.49349,54
18.286167,109.44823,68
18.254965,109.61631,75
18.252558,109.500336,63
18.263306,109.502846,62
18.222164,109.502144,15
18.327911,109.555046,72
18.302343,109.49001,92
18.29498,109.52903,84
18.22828,109.62303,67
18.309288,109.40802,18
18.286642,109.44623,62
18.234695,109.65503,80
18.246853,109.51039,45
18.285057,109.49048,11
18.254189,109.50853,26
18.261894,109.49109,13
18.296595,109.437874,44
18.269297,109.498795,24
18.295797,109.51595,81
18.235292,109.51318,37
18.288471,109.49185,79
18.300434,109.449875,92
18.29552,109.37314,4
18.26343,109.49306,42
18.304634,109.44604,57
18.286297,109.49813,61
18.230438,109.51427,57
18.294136,109.36351,28
18.351274,109.73462,99
18.30134,109.500626,7
18.265814,109.567,26
18.291027,109.50405,95
18.244701,109.558395,7
18.329878,109.64283,60
18.280222,109.493195,72
18.290361,109.503174,19
18.281994,109.49075,79
18.29037,109.52499,25
18.277458,109.50925,55
18.26941,109.491,29
18.293205,109.43369,71
18.258566,109.49348,63
18.266794,109.49811,60
18.289244,109.48628,53
18.26281,109.49783,30
18.289362,109.48497,63
18.289246,109.4845,97
18.248877,109.50457,63
18.26469,109.49029,21
18.294613,109.34968,64
18.259083,109.49438,23
18.324085,109.17283,78
18.245514,109.51176,78
18.242538,109.508575,7
18.302877,109.33852,63
18.287409,109.44331,30
18.352709,109.63249,58
18.275805,109.51027,88
18.288645,109.49291,83
18.30587,109.1505,66
18.224857,109.5249,16
18.263393,109.50291,67
18.269886,109.481064,43
18.295507,109.37316,22
18.244259,109.55744,19
18.276573,109.50859,37
18.2766,109.50858,13
18.276594,109.50858,23
18.276598,109.50858,26
18.276598,109.50858,45
18.320457,109.6922,41
18.268476,109.49188,69
18.244987,109.49964,86
18.225254,109.525055,92
18.287165,109.53059,21
18.253843,109.505974,72
18.289259,109.4841,82
18.324263,109.48101,34
18.286606,109.58391,80
18.286716,109.5649,92
18.316444,109.44131,83
18.308142,109.42796,99
18.228214,109.62661,88
18.26932,109.499306,30
18.284931,109.58456,7
18.26221,109.50434,81
18.263128,109.50362,5
18.263874,109.50305,79
18.243864,109.55682,18
18.31522,109.69938,66
18.235203,109.51621,17
18.289316,109.484695,6
18.269722,109.568634,19
18.283552,109.52622,55
18.261541,109.50491,47
18.259377,109.50652,98
18.300875,109.51091,14
18.29906,109.52753,100
18.27143,109.50172,48
18.222744,109.51656,15
18.293327,109.42656,70
18.258318,109.50647,31
18.297232,109.38186,37
18.32124,109.55881,30
18.285892,109.564545,80
18.277288,109.50945,78
18.26298,109.49643,67
18.273355,109.48809,94
18.307085,109.443436,27
18.24465,109.62065,2
18.257612,109.51646,9
18.272646,109.60834,9
18.297396,109.48912,5
18.26393,109.493416,4
18.281534,109.51438,86
18.263182,109.57925,91
18.291574,109.472,68
18.230196,109.51427,10
18.305532,109.49538,49
18.275536,109.52465,22
18.28228,109.58103,53
18.22006,109.613106,41
18.239664,109.63825,19
18.270914,109.50954,39
18.29162,109.38299,94
18.262222,109.49814,10
18.26583,109.50259,90
18.286123,109.48046,70
18.304708,109.59885,93
18.262089,109.616135,31
18.3096,109.40789,13
18.225512,109.50657,77
18.334593,109.73152,59
18.24988,109.52068,85
18.25972,109.50949,99
18.288145,109.490814,97
18.321358,109.56115,93
18.250765,109.50039,39
18.291426,109.42868,75
18.30305,109.44049,74
18.297356,109.489006,58
18.25247,109.53168,55
18.225927,109.50652,26
18.266884,109.49381,27
18.286354,109.50035,40
18.283209,109.586525,45
18.292679,109.43634,94
18.2809,109.48583,84
18.274944,109.51109,87
18.285229,109.4973,70
18.246454,109.5052,71
18.257067,109.49957,3
18.300322,109.45032,100
18.248783,109.5033,14
18.290588,109.71128,17
18.298141,109.38773,24
18.296423,109.53337,52
18.232805,109.63627,54
18.276773,109.50941,90
18.235888,109.517044,52
18.296082,109.491,89
18.238476,109.50895,4
18.267143,109.50099,87
18.27985,109.492744,30
18.287367,109.49993,1
18.230417,109.62849,54
18.2951,109.4972,29
18.320038,109.56723,99
18.33507,109.732254,70
18.289627,109.37749,86
18.28923,109.52324,54
18.273842,109.48861,65
18.26735,109.490776,91
18.297232,109.519745,26
18.227755,109.62435,8
18.233028,109.507805,49
18.22827,109.518845,55
18.244238,109.62053,88
18.272942,109.509995,20
18.272308,109.495674,57
18.273573,109.52369,10
18.245264,109.5168,91
18.255728,109.496704,63
18.318583,109.40435,99
18.263111,109.497345,82
18.267746,109.48963,7
18.289934,109.52458,13
18.289642,109.37659,14
18.280865,109.48587,39
18.261444,109.49862,11
18.329727,109.71496,7
18.23538,109.50899,91
18.301096,109.51049,68
18.26562,109.49514,56
18.274626,109.5709,3
18.301598,109.443954,60
18.252731,109.50048,85
18.267345,109.49077,68
18.267353,109.49077,65
18.267626,109.49152,66
18.272902,109.4883,5
18.252148,109.50886,49
18.225168,109.51874,99
18.2683,109.50014,20
18.293188,109.41352,53
18.291973,109.42686,24
18.269012,109.48219,8
18.250587,109.49825,73
18.262932,109.50278,44
18.246738,109.51223,7
18.281712,109.52572,79
18.269009,109.49891,87
18.289347,109.484985,76
18.257345,109.51683,36
18.28914,109.48676,55
18.270937,109.501175,37
18.309786,109.40787,92
18.26909,109.49874,51
18.301306,109.50204,73
18.291441,109.42876,92
18.296156,109.48566,23
18.301786,109.442,66
18.267164,109.50099,84
18.272919,109.48769,99
18.327936,109.5562,65
18.211761,109.48564,3
18.302237,109.4939,90
18.285044,109.490395,44
18.296213,109.489655,6
18.246174,109.50805,54
18.276144,109.510056,58
18.256315,109.516884,7
18.235964,109.508995,45
18.270136,109.500725,82
18.310661,109.41639,31
18.268988,109.48229,72
18.309048,109.547195,37
18.265898,109.506615,92
18.279888,109.49231,50
18.300291,109.43824,15
18.270565,109.48027,41
18.257784,109.50182,72
18.288956,109.48771,73
18.28937,109.47984,88
18.22542,109.506,16
18.275751,109.49019,82
18.290264,109.49549,91
18.254765,109.51687,76
18.210047,109.48801,48
18.28905,109.492035,73
18.255806,109.49651,41
18.292034,109.42689,85
18.269768,109.49062,68
18.24255,109.50251,62
18.254717,109.51236,18
18.210114,109.57801,11
18.30829,109.42723,25
18.242027,109.541084,22
18.26244,109.61033,34
18.291058,109.48487,18
18.252697,109.504196,52
18.234339,109.6524,14
18.289476,109.43886,63
18.249937,109.500854,20
18.263908,109.51612,83
18.28251,109.572586,55
18.268972,109.49956,42
18.305113,109.53941,31
18.313656,109.26577,93
18.27776,109.509865,60
18.287851,109.587845,6
18.255972,109.51776,4
18.28716,109.45358,61
18.225914,109.50695,56
18.293327,109.70924,60
18.269184,109.49955,44
18.291792,109.42791,21
18.235416,109.51662,10
18.252726,109.50002,7
18.244047,109.511986,7
18.226454,109.51029,56
18.236528,109.50819,87
18.305534,109.20544,93
18.387331,109.73222,61
18.279087,109.57777,7
18.346964,109.733696,95
18.29202,109.52804,19
18.28888,109.49788,11
18.258722,109.51657,52
18.276388,109.509834,69
18.286488,109.51981,41
18.247915,109.49781,44
18.283669,109.471405,87
18.289759,109.38142,40
18.301817,109.44209,77
18.27435,109.505165,97
18.327892,109.635864,99
18.307838,109.43422,44
18.263323,109.50304,91
18.291367,109.43608,57
18.263554,109.49298,2
18.292044,109.49622,46
18.225367,109.52224,27
18.281868,109.57877,33
18.300333,109.45015,96
18.260939,109.50588,56
18.297316,109.48972,17
18.317797,109.52653,9
18.294664,109.51278,75
18.266504,109.49944,26
18.275604,109.47312,39
18.29238,109.49947,95
18.275839,109.51034,21
18.241808,109.54122,82
18.261862,109.48967,69
18.242878,109.50249,19
18.26794,109.49822,67
18.28951,109.49258,37
18.251165,109.49857,1
18.316545,109.44223,77
18.277493,109.50944,38
18.291906,109.43005,2
18.238005,109.512054,8
18.225258,109.52533,60
18.26398,109.48968,72
18.290285,109.41773,27
18.29617,109.4842,95
18.242914,109.556,61
18.28336,109.496544,54
18.288292,109.4986,89
18.249783,109.50665,11
18.236692,109.543304,45
18.293129,109.42652,71
18.291927,109.524376,92
18.277534,109.50855,94
18.30401,109.49083,22
18.282772,109.458916,95
18.228914,109.51503,72
18.300737,109.53854,54
18.301,109.44848,48
18.296448,109.51678,10
18.274855,109.51124,92
18.242477,109.55878,41
18.284689,109.45349,18
18.297901,109.38415,77
18.297422,109.48846,13
18.27228,109.49576,79
18.290146,109.49452,71
18.271996,109.496185,72
18.297901,109.53378,84
18.235334,109.51628,46
18.32207,109.3419,36
18.273489,109.483,42
18.261791,109.49889,77
18.26307,109.48856,23
18.277292,109.50863,68
18.270796,109.47992,55
18.254839,109.56237,76
18.279615,109.511795,75
18.252132,109.506836,17
18.282896,109.58209,58
18.226229,109.509,88
18.248993,109.50721,65
18.30223,109.438065,35
18.308372,109.42408,99
18.296206,109.48884,61
18.305296,109.43912,46
18.29538,109.46683,35
18.275251,109.47539,60
18.260876,109.49876,33
18.283543,109.58828,60
18.269081,109.488075,15
18.310066,109.41279,40
18.288914,109.52222,40
18.376354,109.74684,1
18.258974,109.499435,36
18.246916,109.49911,82
18.30932,109.40793,66
18.299345,109.52739,41
18.301373,109.44792,61
18.287424,109.48536,89
18.282574,109.58173,80
18.22519,109.51781,31
18.262995,109.49362,26
18.26348,109.50266,59
18.232372,109.6171,25
18.224907,109.5164,96
18.29058,109.4139,12
18.328377,109.70324,95
18.305758,109.20565,96
18.263742,109.493324,46
18.29134,109.710655,11
18.325129,109.4955,37
18.231306,109.63095,20
18.246675,109.51272,90
18.25525,109.4966,57
18.248417,109.49712,65
18.279282,109.49271,10
18.376642,109.74855,7
18.283258,109.58382,97
18.250528,109.50442,61
18.219212,109.612305,83
18.290525,109.399895,96
18.28351,109.589035,25
18.324806,109.47374,55
18.29741,109.48896,37
18.288975,109.48483,61
18.289675,109.48448,45
18.265038,109.501686,58
18.29387,109.48372,64
18.26283,109.4977,20
18.261683,109.49824,76
18.278893,109.50728,90
18.29069,109.47304,95
18.308256,109.42753,46
18.273567,109.50495,38
18.283537,109.59374,36
18.270853,109.47992,75
18.29196,109.71076,21
18.368673,109.7424,76
18.278168,109.510086,44
18.28751,109.49934,85
18.297556,109.45729,35
18.243147,109.5593,29
18.29416,109.36345,82
18.275606,109.5056,75
18.268393,109.491875,22
18.282888,109.58204,5
18.273144,109.486176,80
18.31535,109.699425,25
18.271826,109.48673,40
18.309328,109.40803,79
18.26657,109.493965,86
18.222563,109.51074,61
18.237751,109.62096,78
18.313738,109.52661,44
18.254753,109.50687,67
18.254025,109.506744,38
18.311909,109.40564,76
18.254091,109.50401,93
18.302462,109.6012,96
18.226738,109.51794,31
18.310574,109.41611,46
18.300663,109.527115,40
18.29345,109.71431,15
18.225315,109.52429,21
18.2828,109.58224,56
18.287943,109.485275,57
18.40607,109.75114,53
18.28838,109.492805,81
18.281286,109.51218,7
18.29112,109.43912,62
18.309563,109.40794,55
18.30968,109.40788,10
18.293472,109.7144,94
18.305998,109.20548,77
18.352936,109.735374,24
18.31215,109.517,64
18.286245,109.50058,48
18.232481,109.63465,39
18.291847,109.42816,88
18.22549,109.51385,57
18.271557,109.5166,8
18.28844,109.43809,39
18.21195,109.48348,43
18.237064,109.542534,93
18.289072,109.493706,6
18.264742,109.495865,82
18.233145,109.498314,51
18.334764,109.731384,12
18.263826,109.48759,52
18.274294,109.511696,100
18.287107,109.499214,18
18.253115,109.50267,65
18.226006,109.52002,19
18.329315,109.68536,47
18.273012,109.4875,45
18.252768,109.500626,13
18.270615,109.497025,1
18.234552,109.51508,25
18.288673,109.492546,58
18.32658,109.682304,20
18.287632,109.48534,77
18.276665,109.60716,54
18.2443,109.557274,46
18.25406,109.507416,77
18.232836,109.63617,90
18.252129,109.49626,63
18.225122,109.51705,16
18.234264,109.5157,87
18.268433,109.49203,57
18.2697,109.490776,35
18.228247,109.62663,42
18.315395,109.69944,9
18.269253,109.499374,33
18.291334,109.71082,75
18.271868,109.513695,9
18.281996,109.579384,20
18.240458,109.557655,73
18.267487,109.49113,89
18.269135,109.51391,58
18.238981,109.50897,12
18.234629,109.65337,74
18.245157,109.559135,69
18.26897,109.49901,10
18.265892,109.48915,28
18.43855,109.85209,1
18.29897,109.48292,71
18.255075,109.49991,9
18.231031,109.63139,65
18.254951,109.51263,27
18.29181,109.71057,66
18.29729,109.48923,3
18.256056,109.49998,54
18.252304,109.53138,87
18.261843,109.51266,2
18.277353,109.50937,54
18.252289,109.501076,62
18.251934,109.49663,1
18.28552,109.49618,52
18.257578,109.49955,3
18.25399,109.50931,23
18.232243,109.51539,37
18.264235,109.4876,80
18.287971,109.587875,91
18.280075,109.57366,23
18.227392,109.51667,62
18.30164,109.52719,53
18.293442,109.54066,42
18.254063,109.52378,20
18.229227,109.48982,90
18.287752,109.49783,48
18.24825,109.62088,1
18.25909,109.49422,54
18.270226,109.49796,33
18.261421,109.49057,94
18.261305,109.50058,16
18.28249,109.50367,79
18.267378,109.51624,12
18.23327,109.64089,92
18.31537,109.48025,17
18.296526,109.49141,16
18.280777,109.46434,20
18.269289,109.51546,26
18.27904,109.511086,66
18.281378,109.49139,23
18.296513,109.52836,17
18.299145,109.527664,96
18.27065,109.48563,27
18.28268,109.572914,91
18.23335,109.64533,94
18.221205,109.52538,50
18.300173,109.451,7
18.290504,109.492165,28
18.294334,109.49531,27
18.296217,109.4924,40
18.232965,109.639,85
18.272577,109.60838,65
18.25345,109.50449,5
18.297438,109.48793,67
18.279129,109.49204,92
18.286818,109.50007,69
18.254097,109.50768,83
18.367619,109.71082,15
18.286282,109.57535,99
18.234732,109.65276,82
