lat,lon
18.234583,109.65431
18.241077,109.50552
18.254183,109.508224
18.240217,109.508965
18.300156,109.450806
18.4251,109.820015
18.26543,109.49374
18.228159,109.52885
18.271095,109.50155
18.300219,109.52714
18.226923,109.51132
18.28553,109.5551
18.302343,109.43833
18.283575,109.48951
18.28573,109.4498
18.286568,109.5002
18.253273,109.50045
18.287247,109.53068
18.29332,109.71436
18.233963,109.51398
18.283613,109.59032
18.263475,109.493126
18.277254,109.50926
18.24251,109.50256
18.28922,109.48794
18.250563,109.620415
18.24803,109.49906
18.22103,109.50832
18.28622,109.57545
18.401842,109.66111
18.30064,109.44931
18.236813,109.50844
19.999254,110.31594
18.29851,109.52327
18.224813,109.52468
18.370438,109.74496
18.289246,109.4845
18.285112,109.497665
18.273746,109.50489
18.288984,109.44324
18.246416,109.508
18.2993,109.52756
18.279797,109.49235
18.297441,109.697525
18.211308,109.48015
18.234295,109.51336
18.290565,109.41386
18.271116,109.50236
18.258295,109.49297
18.368813,109.63443
18.325438,109.69786
18.225418,109.52424
18.404503,109.75066
18.300991,109.440155
18.280502,109.491875
18.293346,109.41977
18.286411,109.4986
18.27808,109.468994
18.286629,109.55466
18.28936,109.495415
18.25637,109.49413
18.28649,109.48618
18.58901,110.17594
18.286938,109.50002
18.28784,109.44878
18.262619,109.50376
18.25652,109.49631
18.311516,109.69832
18.254572,109.51209
18.274849,109.51117
18.264574,109.48682
18.243324,109.55571
18.32525,109.680664
18.24789,109.49962
18.260012,109.498886
18.297857,109.45743
18.234562,109.53715
18.24471,109.50516
18.25644,109.50177
18.270708,109.48971
18.255726,109.49984
18.273108,109.48791
18.28639,109.5004
18.274515,109.50583
18.24593,109.51575
18.2888,109.4845
18.233238,109.50821
18.295242,109.530785
18.224768,109.51645
18.263353,109.496956
18.310652,109.416374
18.261566,109.49992
18.224714,109.51209
18.30833,109.425674
18.267612,109.49786
18.350399,109.73619
18.279444,109.49216
18.288439,109.52269
18.23167,109.630936
18.230795,109.62875
18.302034,109.49354
18.286697,109.491585
18.29132,109.7108
18.277517,109.575035
18.268393,109.48288
18.29649,109.60442
18.290556,109.413765
18.293028,109.430084
18.28215,109.47408
18.230944,109.63175
18.246016,109.49944
18.280512,109.52473
18.299208,109.39293
18.310091,109.60952
18.244062,109.513824
18.289234,109.49126
18.352226,109.73768
18.29095,109.38268
18.28812,109.485016
18.264776,109.51186
18.295918,109.59613
18.368084,109.634514
18.288614,109.43747
18.39618,109.741066
18.30293,109.392944
18.260378,109.50669
18.255898,109.618
18.296127,109.488686
18.26858,109.48269
18.321213,109.55821
18.260311,109.50671
18.286835,109.50004
18.27034,109.49042
18.269379,109.49869
18.298075,109.386375
19.999706,110.3086
18.294458,109.70883
18.289696,109.49511
18.267359,109.56773
18.279493,109.492455
18.285482,109.49461
18.289309,109.55037
18.2781,109.51028
18.23425,109.51508
18.284388,109.453514
18.244183,109.52003
18.226007,109.50542
18.262203,109.49929
18.272478,109.51311
18.262136,109.48971
18.27802,109.576126
18.285355,109.519516
18.296331,109.5335
18.289398,109.479935
18.23414,109.65419
18.28962,109.49277
18.29732,109.48843
18.2631,109.50885
18.23672,109.542435
18.271622,109.514015
18.223677,109.516624
18.3663,109.71029
18.323122,109.4585
18.291286,109.439186
18.277493,109.575066
18.287773,109.49918
18.268267,109.49927
18.292458,109.43665
18.262213,109.48946
18.305738,109.2056
18.290543,109.41364
18.36642,109.710304
18.241331,109.50538
18.299082,109.452705
18.296234,109.4911
18.2291,109.62444
18.317059,109.441216
18.223532,109.52036
18.270662,109.480316
18.294907,109.528854
18.28139,109.51051
18.291903,109.71067
18.245218,109.50505
18.215504,109.49363
18.291151,109.43916
18.249983,109.50668
18.281982,109.574974
18.309496,109.42052
18.267906,109.49812
18.30002,109.44159
18.289335,109.47878
18.230183,109.50193
18.29068,109.4043
18.282475,109.57297
18.225393,109.51992
18.231894,109.49759
18.28353,109.58838
18.255484,109.51706
18.266424,109.4986
18.290377,109.39498
18.30294,109.531746
18.288542,109.43739
18.227816,109.62434
18.242569,109.48882
18.284195,109.51769
18.319645,109.72263
18.288282,109.4394
18.25732,109.51675
18.221508,109.501366
18.292948,109.47013
18.285439,109.49746
18.24289,109.51364
18.263563,109.50252
18.244505,109.557274
18.26553,109.507
18.283154,109.48909
18.255596,109.49661
18.272041,109.50848
18.268179,109.50318
18.218412,109.508644
18.255648,109.49971
18.237524,109.50568
18.317463,109.52
18.230646,109.51381
18.2541,109.506935
18.265665,109.49492
18.23083,109.62856
18.263557,109.49189
18.219824,109.61371
18.295204,109.51403
18.346947,109.73353
18.264914,109.4949
18.265085,109.49559
18.284107,109.496315
18.289845,109.50246
18.225445,109.52435
18.27771,109.50953
18.277546,109.60696
18.310043,109.407585
18.292494,109.52937
18.29744,109.48863
18.289059,109.495155
18.248322,109.49992
18.254427,109.51688
18.225136,109.51705
18.330645,109.645706
18.303326,109.52718
18.256073,109.516846
18.285963,109.52562
18.24183,109.50863
18.277994,109.71847
18.260508,109.5005
18.310472,109.4153
18.272398,109.50908
18.292698,109.42684
18.223488,109.51571
18.258442,109.51678
18.271784,109.50886
18.234024,109.50817
18.231575,109.5188
18.253553,109.51693
18.293388,109.40765
18.287947,109.44072
18.29655,109.48761
18.270014,109.486786
18.256016,109.50038
18.288528,109.43763
18.302431,109.601425
18.284758,109.49026
18.276043,109.51012
18.265654,109.50191
18.284891,109.49038
18.269512,109.49831
18.254507,109.49688
18.298811,109.3969
18.294577,109.529495
18.288786,109.43557
18.225222,109.52492
18.327648,109.6348
18.30035,109.45064
18.288609,109.52251
18.301188,109.538574
18.261124,109.50584
18.28229,109.58845
18.381418,109.73473
18.283937,109.52607
18.271387,109.50168
18.269367,109.48155
18.376019,109.62994
18.254807,109.496956
18.292519,109.52908
18.25929,109.5168
18.238976,109.5541
18.31371,109.4167
18.265038,109.49215
18.23956,109.48721
18.289974,109.429405
18.279873,109.51216
18.283978,109.583015
18.318213,109.54904
18.317694,109.54765
18.24215,109.48887
18.319836,109.70119
18.26557,109.495384
18.269485,109.498955
18.271685,109.508606
18.287327,109.55548
18.300756,109.524704
18.288923,109.49781
18.271564,109.48645
18.237848,109.54913
18.265112,109.49033
18.242193,109.51377
18.295507,109.51572
18.272799,109.51087
18.297436,109.48839
18.2961,109.366585
18.305882,109.20547
18.28716,109.499466
18.224237,109.51103
18.23752,109.54271
18.271284,109.47936
18.248455,109.62082
18.263174,109.61461
18.268023,109.49184
18.275455,109.5051
18.289381,109.47767
18.300312,109.52592
18.30837,109.42558
18.308086,109.43264
18.270624,109.49698
18.318771,109.70077
18.289717,109.49258
18.237188,109.50855
18.302444,109.494095
18.317156,109.42113
18.291649,109.43796
18.297434,109.48969
18.262217,109.498344
18.30408,109.48354
18.239809,109.5032
18.347147,109.15834
18.298203,109.454834
18.263914,109.487595
18.29284,109.529785
18.291216,109.50424
18.304708,109.7038
18.266653,109.50131
18.231945,109.61948
18.231838,109.50047
18.320213,109.7012
18.228277,109.51926
18.253416,109.49556
18.272123,109.48665
18.221731,109.51048
18.282707,109.57275
18.30014,109.45082
18.271719,109.49644
18.292013,109.49698
18.293192,109.41644
18.233046,109.63646
18.329178,109.653885
18.261444,109.51652
18.292896,109.43642
18.29058,109.406265
18.287016,109.44393
18.30313,109.59896
18.327934,109.55657
18.292522,109.397545
18.324934,109.47118
18.299465,109.52331
18.326618,109.62438
18.263987,109.49663
18.296354,109.53358
18.248898,109.49811
18.292337,109.52869
18.293327,109.54198
18.279526,109.477905
18.271149,109.47944
18.288467,109.43779
18.224922,109.51324
18.29733,109.48928
18.262144,109.49105
18.289371,109.431496
18.280111,109.57404
18.287926,109.5878
18.254147,109.49984
18.227003,109.52727
18.28257,109.49524
18.28909,109.4454
18.2896,109.49267
18.302156,109.49349
18.286167,109.44823
18.254965,109.61631
18.252558,109.500336
18.263306,109.502846
18.222164,109.502144
18.327911,109.555046
18.302343,109.49001
18.29498,109.52903
18.22828,109.62303
18.309288,109.40802
18.286642,109.44623
18.234695,109.65503
18.246853,109.51039
18.285057,109.49048
18.254189,109.50853
18.261894,109.49109
18.296595,109.437874
18.269297,109.498795
18.295797,109.51595
18.235292,109.51318
18.288471,109.49185
18.300434,109.449875
18.29552,109.37314
18.26343,109.49306
18.304634,109.44604
18.286297,109.49813
18.230438,109.51427
18.294136,109.36351
18.351274,109.73462
18.30134,109.500626
18.265814,109.567
18.291027,109.50405
18.244701,109.558395
18.329878,109.64283
18.280222,109.493195
18.290361,109.503174
18.281994,109.49075
18.29037,109.52499
18.277458,109.50925
18.26941,109.491
18.293205,109.43369
18.258566,109.49348
18.266794,109.49811
18.289244,109.48628
18.26281,109.49783
18.289362,109.48497
18.289246,109.4845
18.248877,109.50457
18.26469,109.49029
18.294613,109.34968
18.259083,109.49438
18.324085,109.17283
18.245514,109.51176
18.242538,109.508575
18.302877,109.33852
18.287409,109.44331
18.352709,109.63249
18.275805,109.51027
18.288645,109.49291
18.30587,109.1505
18.224857,109.5249
18.263393,109.50291
18.269886,109.481064
18.295507,109.37316
18.244259,109.55744
18.276573,109.50859
18.2766,109.50858
18.276594,109.50858
18.276598,109.50858
18.276598,109.50858
18.320457,109.6922
18.268476,109.49188
18.244987,109.49964
18.225254,109.525055
18.287165,109.53059
18.253843,109.505974
18.289259,109.4841
18.324263,109.48101
18.286606,109.58391
18.286716,109.5649
18.316444,109.44131
18.308142,109.42796
18.228214,109.62661
18.26932,109.499306
18.284931,109.58456
18.26221,109.50434
18.263128,109.50362
18.263874,109.50305
18.243864,109.55682
18.31522,109.69938
18.235203,109.51621
18.289316,109.484695
18.269722,109.568634
18.283552,109.52622
18.261541,109.50491
18.259377,109.50652
18.300875,109.51091
18.29906,109.52753
18.27143,109.50172
18.222744,109.51656
18.293327,109.42656
18.258318,109.50647
18.297232,109.38186
18.32124,109.55881
18.285892,109.564545
18.277288,109.50945
18.26298,109.49643
18.273355,109.48809
18.307085,109.443436
18.24465,109.62065
18.257612,109.51646
18.272646,109.60834
18.297396,109.48912
18.26393,109.493416
18.281534,109.51438
18.263182,109.57925
18.291574,109.472
18.230196,109.51427
18.305532,109.49538
18.275536,109.52465
18.28228,109.58103
18.22006,109.613106
18.239664,109.63825
18.270914,109.50954
18.29162,109.38299
18.262222,109.49814
18.26583,109.50259
18.286123,109.48046
18.304708,109.59885
18.262089,109.616135
18.3096,109.40789
18.225512,109.50657
18.334593,109.73152
18.24988,109.52068
18.25972,109.50949
18.288145,109.490814
18.321358,109.56115
18.250765,109.50039
18.291426,109.42868
18.30305,109.44049
18.297356,109.489006
18.25247,109.53168
18.225927,109.50652
18.266884,109.49381
18.286354,109.50035
18.283209,109.586525
18.292679,109.43634
18.2809,109.48583
18.274944,109.51109
18.285229,109.4973
18.246454,109.5052
18.257067,109.49957
18.300322,109.45032
18.248783,109.5033
18.290588,109.71128
18.298141,109.38773
18.296423,109.53337
18.232805,109.63627
18.276773,109.50941
18.235888,109.517044
18.296082,109.491
18.238476,109.50895
18.267143,109.50099
18.27985,109.492744
18.287367,109.49993
18.230417,109.62849
18.2951,109.4972
18.320038,109.56723
18.33507,109.732254
18.289627,109.37749
18.28923,109.52324
18.273842,109.48861
18.26735,109.490776
18.297232,109.519745
18.227755,109.62435
18.233028,109.507805
18.22827,109.518845
18.244238,109.62053
18.272942,109.509995
18.272308,109.495674
18.273573,109.52369
18.245264,109.5168
18.255728,109.496704
18.318583,109.40435
18.263111,109.497345
18.267746,109.48963
18.289934,109.52458
18.289642,109.37659
18.280865,109.48587
18.261444,109.49862
18.329727,109.71496
18.23538,109.50899
18.301096,109.51049
18.26562,109.49514
18.274626,109.5709
18.301598,109.443954
18.252731,109.50048
18.267345,109.49077
18.267353,109.49077
18.267626,109.49152
18.272902,109.4883
18.252148,109.50886
18.225168,109.51874
18.2683,109.50014
18.293188,109.41352
18.291973,109.42686
18.269012,109.48219
18.250587,109.49825
18.262932,109.50278
18.246738,109.51223
18.281712,109.52572
18.269009,109.49891
18.289347,109.484985
18.257345,109.51683
18.28914,109.48676
18.270937,109.501175
18.309786,109.40787
18.26909,109.49874
18.301306,109.50204
18.291441,109.42876
18.296156,109.48566
18.301786,109.442
18.267164,109.50099
18.272919,109.48769
18.327936,109.5562
18.211761,109.48564
18.302237,109.4939
18.285044,109.490395
18.296213,109.489655
18.246174,109.50805
18.276144,109.510056
18.256315,109.516884
18.235964,109.508995
18.270136,109.500725
18.310661,109.41639
18.268988,109.48229
18.309048,109.547195
18.265898,109.506615
18.279888,109.49231
18.300291,109.43824
18.270565,109.48027
18.257784,109.50182
18.288956,109.48771
18.28937,109.47984
18.22542,109.506
18.275751,109.49019
18.290264,109.49549
18.254765,109.51687
18.210047,109.48801
18.28905,109.492035
18.255806,109.49651
18.292034,109.42689
18.269768,109.49062
18.24255,109.50251
18.254717,109.51236
18.210114,109.57801
18.30829,109.42723
18.242027,109.541084
18.26244,109.61033
18.291058,109.48487
18.252697,109.504196
18.234339,109.6524
18.289476,109.43886
18.249937,109.500854
18.263908,109.51612
18.28251,109.572586
18.268972,109.49956
18.305113,109.53941
18.313656,109.26577
18.27776,109.509865
18.287851,109.587845
18.255972,109.51776
18.28716,109.45358
18.225914,109.50695
18.293327,109.70924
18.269184,109.49955
18.291792,109.42791
18.235416,109.51662
18.252726,109.50002
18.244047,109.511986
18.226454,109.51029
18.236528,109.50819
18.305534,109.20544
18.387331,109.73222
18.279087,109.57777
18.346964,109.733696
18.29202,109.52804
18.28888,109.49788
18.258722,109.51657
18.276388,109.509834
18.286488,109.51981
18.247915,109.49781
18.283669,109.471405
18.289759,109.38142
18.301817,109.44209
18.27435,109.505165
18.327892,109.635864
18.307838,109.43422
18.263323,109.50304
18.291367,109.43608
18.263554,109.49298
18.292044,109.49622
18.225367,109.52224
18.281868,109.57877
18.300333,109.45015
18.260939,109.50588
18.297316,109.48972
18.317797,109.52653
18.294664,109.51278
18.266504,109.49944
18.275604,109.47312
18.29238,109.49947
18.275839,109.51034
18.241808,109.54122
18.261862,109.48967
18.242878,109.50249
18.26794,109.49822
18.28951,109.49258
18.251165,109.49857
18.316545,109.44223
18.277493,109.50944
18.291906,109.43005
18.238005,109.512054
18.225258,109.52533
18.26398,109.48968
18.290285,109.41773
18.29617,109.4842
18.242914,109.556
18.28336,109.496544
18.288292,109.4986
18.249783,109.50665
18.236692,109.543304
18.293129,109.42652
18.291927,109.524376
18.277534,109.50855
18.30401,109.49083
18.282772,109.458916
18.228914,109.51503
18.300737,109.53854
18.301,109.44848
18.296448,109.51678
18.274855,109.51124
18.242477,109.55878
18.284689,109.45349
18.297901,109.38415
18.297422,109.48846
18.27228,109.49576
18.290146,109.49452
18.271996,109.496185
18.297901,109.53378
18.235334,109.51628
18.32207,109.3419
18.273489,109.483
18.261791,109.49889
18.26307,109.48856
18.277292,109.50863
18.270796,109.47992
18.254839,109.56237
18.279615,109.511795
18.252132,109.506836
18.282896,109.58209
18.226229,109.509
18.248993,109.50721
18.30223,109.438065
18.308372,109.42408
18.296206,109.48884
18.305296,109.43912
18.29538,109.46683
18.275251,109.47539
18.260876,109.49876
18.283543,109.58828
18.269081,109.488075
18.310066,109.41279
18.288914,109.52222
18.376354,109.74684
18.258974,109.499435
18.246916,109.49911
18.30932,109.40793
18.299345,109.52739
18.301373,109.44792
18.287424,109.48536
18.282574,109.58173
18.22519,109.51781
18.262995,109.49362
18.26348,109.50266
18.232372,109.6171
18.224907,109.5164
18.29058,109.4139
18.328377,109.70324
18.305758,109.20565
18.263742,109.493324
18.29134,109.710655
18.325129,109.4955
18.231306,109.63095
18.246675,109.51272
18.25525,109.4966
18.248417,109.49712
18.279282,109.49271
18.376642,109.74855
18.283258,109.58382
18.250528,109.50442
18.219212,109.612305
18.290525,109.399895
18.28351,109.589035
18.324806,109.47374
18.29741,109.48896
18.288975,109.48483
18.289675,109.48448
18.265038,109.501686
18.29387,109.48372
18.26283,109.4977
18.261683,109.49824
18.278893,109.50728
18.29069,109.47304
18.308256,109.42753
18.273567,109.50495
18.283537,109.59374
18.270853,109.47992
18.29196,109.71076
18.368673,109.7424
18.278168,109.510086
18.28751,109.49934
18.297556,109.45729
18.243147,109.5593
18.29416,109.36345
18.275606,109.5056
18.268393,109.491875
18.282888,109.58204
18.273144,109.486176
18.31535,109.699425
18.271826,109.48673
18.309328,109.40803
18.26657,109.493965
18.222563,109.51074
18.237751,109.62096
18.313738,109.52661
18.254753,109.50687
18.254025,109.506744
18.311909,109.40564
18.254091,109.50401
18.302462,109.6012
18.226738,109.51794
18.310574,109.41611
18.300663,109.527115
18.29345,109.71431
18.225315,109.52429
18.2828,109.58224
18.287943,109.485275
18.40607,109.75114
18.28838,109.492805
18.281286,109.51218
18.29112,109.43912
18.309563,109.40794
18.30968,109.40788
18.293472,109.7144
18.305998,109.20548
18.352936,109.735374
18.31215,109.517
18.286245,109.50058
18.232481,109.63465
18.291847,109.42816
18.22549,109.51385
18.271557,109.5166
18.28844,109.43809
18.21195,109.48348
18.237064,109.542534
18.289072,109.493706
18.264742,109.495865
18.233145,109.498314
18.334764,109.731384
18.263826,109.48759
18.274294,109.511696
18.287107,109.499214
18.253115,109.50267
18.226006,109.52002
18.329315,109.68536
18.273012,109.4875
18.252768,109.500626
18.270615,109.497025
18.234552,109.51508
18.288673,109.492546
18.32658,109.682304
18.287632,109.48534
18.276665,109.60716
18.2443,109.557274
18.25406,109.507416
18.232836,109.63617
18.252129,109.49626
18.225122,109.51705
18.234264,109.5157
18.268433,109.49203
18.2697,109.490776
18.228247,109.62663
18.315395,109.69944
18.269253,109.499374
18.291334,109.71082
18.271868,109.513695
18.281996,109.579384
18.240458,109.557655
18.267487,109.49113
18.269135,109.51391
18.238981,109.50897
18.234629,109.65337
18.245157,109.559135
18.26897,109.49901
18.265892,109.48915
18.43855,109.85209
18.29897,109.48292
18.255075,109.49991
18.231031,109.63139
18.254951,109.51263
18.29181,109.71057
18.29729,109.48923
18.256056,109.49998
18.252304,109.53138
18.261843,109.51266
18.277353,109.50937
18.252289,109.501076
18.251934,109.49663
18.28552,109.49618
18.257578,109.49955
18.25399,109.50931
18.232243,109.51539
18.264235,109.4876
18.287971,109.587875
18.280075,109.57366
18.227392,109.51667
18.30164,109.52719
18.293442,109.54066
18.254063,109.52378
18.229227,109.48982
18.287752,109.49783
18.24825,109.62088
18.25909,109.49422
18.270226,109.49796
18.261421,109.49057
18.261305,109.50058
18.28249,109.50367
18.267378,109.51624
18.23327,109.64089
18.31537,109.48025
18.296526,109.49141
18.280777,109.46434
18.269289,109.51546
18.27904,109.511086
18.281378,109.49139
18.296513,109.52836
18.299145,109.527664
18.27065,109.48563
18.28268,109.572914
18.23335,109.64533
18.221205,109.52538
18.300173,109.451
18.290504,109.492165
18.294334,109.49531
18.296217,109.4924
18.232965,109.639
18.272577,109.60838
18.25345,109.50449
18.297438,109.48793
18.279129,109.49204
18.286818,109.50007
18.254097,109.50768
18.367619,109.71082
18.286282,109.57535
18.234732,109.65276
18.261513,109.4904
18.233482,109.5154
18.237404,109.50302
18.405489,109.70955
18.283157,109.57053
18.24303,109.55527
18.296167,109.367645
18.25161,109.497375
18.300383,109.53477
18.276386,109.5722
18.237232,109.54636
18.226952,109.51515
18.294043,109.537636
18.289373,109.43141
18.303556,109.59814
18.268648,109.49866
18.290327,109.49452
18.273384,109.510506
18.277943,109.5094
18.268867,109.4824
18.243147,109.5593
18.243147,109.5593
18.266483,109.51639
18.305672,109.43716
18.225204,109.52479
18.243439,109.51414
18.249937,109.497826
18.263416,109.497025
18.272394,109.524254
18.286047,109.58608
18.291254,109.41787
18.290213,109.55147
18.290361,109.50322
18.325947,109.68152
18.207298,109.48118
18.308407,109.42548
18.25813,109.5017
18.258755,109.496
18.284048,109.473366
18.302372,109.43837
18.22217,109.50189
18.254185,109.61684
18.309404,109.40807
18.248615,109.50105
18.218487,109.50843
18.308453,109.42454
18.30212,109.43969
18.234058,109.51348
18.269613,109.48144
18.23771,109.5056
18.28262,109.57301
18.2692,109.515495
18.289444,109.49526
18.225178,109.521774
18.288223,109.52204
18.289297,109.44468
18.309593,109.40811
18.27535,109.489975
18.291569,109.43761
18.306572,109.15044
18.289236,109.48359
18.29817,109.6039
18.22408,109.520706
18.274727,109.50608
18.2361,109.50864
18.24704,109.50776
18.284254,109.58353
18.271065,109.48925
18.254154,109.562584
18.27588,109.72304
18.302277,109.60166
18.28931,109.52214
18.289972,109.38609
18.299936,109.45124
18.309483,109.4081
18.29485,109.5132
18.256142,109.49421
18.30635,109.15054
18.257593,109.49599
18.248466,109.512085
18.236725,109.54238
18.244017,109.5023
18.254139,109.50797
18.209747,109.493904
18.267313,109.51267
18.225874,109.52604
18.226923,109.51132
18.275496,109.5107
18.28123,109.46246
18.292837,109.52993
18.26543,109.49374
18.252457,109.51711
18.297403,109.48836
18.26542,109.48607
18.263163,109.50309
18.322685,109.23808
18.275934,109.510155
18.270718,109.50988
18.23401,109.64082
18.249414,109.507164
18.29401,109.5376
18.286379,109.49248
18.370527,109.74402
18.317205,109.70028
18.22767,109.515816
18.248924,109.50456
18.251972,109.50871
18.265684,109.49555
18.296318,109.489746
18.240475,109.50087
18.323822,109.46088
18.2347,109.63848
18.212679,109.497475
18.423143,109.81593
18.271244,109.49694
18.241545,109.63614
18.301292,109.502174
18.288969,109.52323
18.240782,109.541504
18.380768,109.63158
18.267757,109.48358
18.300299,109.53498
18.249914,109.61992
18.2704,109.489815
18.287989,109.44015
18.265282,109.49416
18.268518,109.49925
18.26794,109.50026
18.26573,109.49469
18.30622,109.39346
18.24123,109.50885
18.230816,109.628586
18.309792,109.408066
18.226404,109.509995
18.265385,109.48949
18.272923,109.48571
18.29704,109.69836
18.290604,109.414246
18.2974,109.489624
18.252304,109.498985
18.295218,109.51389
18.254993,109.49545
18.300995,109.50264
18.32618,109.69469
18.313656,109.614944
18.261986,109.491
18.293316,109.53202
18.378868,109.63071
18.296257,109.483315
18.300343,109.43822
18.237625,109.50556
18.308218,109.431725
18.308613,109.69855
18.22384,109.51624
18.268862,109.499725
18.302181,109.494026
18.224886,109.51523
18.306343,109.43673
18.262892,109.48889
18.29736,109.419334
18.297386,109.488106
18.285057,109.497154
18.269226,109.51545
19.120207,108.66399
18.27711,109.50904
18.294867,109.53098
18.297113,109.377174
18.259796,109.49547
18.274754,109.51133
18.268747,109.51339
18.281914,109.57976
18.286537,109.564224
18.254314,109.50005
18.254982,109.514534
18.302284,109.494
18.266573,109.49368
18.225586,109.51985
18.253588,109.51697
18.29056,109.7113
18.288145,109.49072
18.243973,109.50851
18.293453,109.422134
18.276722,109.488914
18.262217,109.566025
18.290396,109.398994
18.312277,109.699936
18.300045,109.438416
18.277714,109.50845
18.321407,109.560616
18.242344,109.50868
18.297323,109.48939
18.232573,109.63454
18.268986,109.49872
18.270412,109.61108
18.235914,109.4995
18.306875,109.49673
18.216644,109.49464
18.280512,109.52473
18.284132,109.58344
18.250776,109.51014
18.268087,109.49844
18.25508,109.49601
18.297398,109.48853
18.324512,109.4771
18.293358,109.423
18.36747,109.63463
18.289816,109.4845
18.272846,109.52257
18.228888,109.514534
18.318314,109.215866
18.2718,109.51371
18.261982,109.49107
18.323198,109.702095
18.266712,109.608376
18.293499,109.54041
18.238201,109.64965
18.266848,109.498695
18.2946,109.59649
18.285774,109.486755
18.29001,109.42955
18.242388,109.50542
18.261852,109.4987
18.2935,109.71445
18.29821,109.44671
18.295506,109.51336
18.269598,109.4909
18.225193,109.51848
18.250458,109.512024
18.297398,109.48871
18.228277,109.623024
18.2788,109.60659
18.228077,109.51241
18.250471,109.4977
18.277702,109.50949
18.298918,109.52507
18.277588,109.61705
