lon,lat
109.51403,18.295204
109.73353,18.346947
109.4949,18.264914
109.49559,18.265085
109.496315,18.284107
109.50246,18.289845
109.52435,18.225445
109.50953,18.27771
109.60696,18.277546
109.407585,18.310043
109.52937,18.292494
109.48863,18.29744
109.495155,18.289059
109.49992,18.248322
109.51688,18.254427
109.51705,18.225136
109.645706,18.330645
109.52718,18.303326
109.516846,18.256073
109.52562,18.285963
109.50863,18.24183
109.71847,18.277994
109.5005,18.260508
109.4153,18.310472
109.50908,18.272398
109.42684,18.292698
109.51571,18.223488
109.51678,18.258442
109.50886,18.271784
109.50817,18.234024
109.5188,18.231575
109.51693,18.253553
109.40765,18.293388
109.44072,18.287947
109.48761,18.29655
109.486786,18.270014
109.50038,18.256016
109.43763,18.288528
109.601425,18.302431
109.49026,18.284758
109.51012,18.276043
109.50191,18.265654
109.49038,18.284891
109.49831,18.269512
109.49688,18.254507
109.3969,18.298811
109.529495,18.294577
109.43557,18.288786
109.52492,18.225222
109.6348,18.327648
109.45064,18.30035
109.52251,18.288609
109.538574,18.301188
109.50584,18.261124
109.58845,18.28229
109.73473,18.381418
109.52607,18.283937
109.50168,18.271387
109.48155,18.269367
109.62994,18.376019
109.496956,18.254807
109.52908,18.292519
109.5168,18.25929
109.5541,18.238976
109.4167,18.31371
109.49215,18.265038
109.48721,18.23956
109.429405,18.289974
109.51216,18.279873
109.583015,18.283978
109.54904,18.318213
109.54765,18.317694
109.48887,18.24215
109.70119,18.319836
109.495384,18.26557
109.498955,18.269485
109.508606,18.271685
109.55548,18.287327
109.524704,18.300756
109.49781,18.288923
109.48645,18.271564
109.54913,18.237848
109.49033,18.265112
109.51377,18.242193
109.51572,18.295507
109.51087,18.272799
109.48839,18.297436
109.366585,18.2961
109.20547,18.305882
109.499466,18.28716
109.51103,18.224237
109.54271,18.23752
109.47936,18.271284
109.62082,18.248455
109.61461,18.263174
109.49184,18.268023
109.5051,18.275455
109.47767,18.289381
109.52592,18.300312
109.42558,18.30837
109.43264,18.308086
109.49698,18.270624
109.70077,18.318771
109.49258,18.289717
109.50855,18.237188
109.494095,18.302444
109.42113,18.317156
109.43796,18.291649
109.48969,18.297434
109.498344,18.262217
109.48354,18.30408
109.5032,18.239809
109.15834,18.347147
109.454834,18.298203
109.487595,18.263914
109.529785,18.29284
109.50424,18.291216
109.7038,18.304708
109.50131,18.266653
109.61948,18.231945
109.50047,18.231838
109.7012,18.320213
109.51926,18.228277
109.49556,18.253416
109.48665,18.272123
109.51048,18.221731
109.57275,18.282707
109.45082,18.30014
109.49644,18.271719
109.49698,18.292013
109.41644,18.293192
109.63646,18.233046
109.653885,18.329178
109.51652,18.261444
109.43642,18.292896
109.406265,18.29058
109.44393,18.287016
109.59896,18.30313
109.55657,18.327934
109.397545,18.292522
109.47118,18.324934
109.52331,18.299465
109.62438,18.326618
109.49663,18.263987
109.53358,18.296354
109.49811,18.248898
109.52869,18.292337
109.54198,18.293327
109.477905,18.279526
109.47944,18.271149
109.43779,18.288467
109.51324,18.224922
109.48928,18.29733
109.49105,18.262144
109.431496,18.289371
109.57404,18.280111
109.5878,18.287926
109.49984,18.254147
109.52727,18.227003
109.49524,18.28257
109.4454,18.28909
109.49267,18.2896
109.49349,18.302156
109.44823,18.286167
109.61631,18.254965
109.500336,18.252558
109.502846,18.263306
109.502144,18.222164
109.555046,18.327911
109.49001,18.302343
109.52903,18.29498
109.62303,18.22828
109.40802,18.309288
109.44623,18.286642
109.65503,18.234695
109.51039,18.246853
109.49048,18.285057
109.50853,18.254189
109.49109,18.261894
109.437874,18.296595
109.498795,18.269297
109.51595,18.295797
109.51318,18.235292
109.49185,18.288471
109.449875,18.300434
109.37314,18.29552
109.49306,18.26343
109.44604,18.304634
109.49813,18.286297
109.51427,18.230438
109.36351,18.294136
109.73462,18.351274
109.500626,18.30134
109.567,18.265814
109.50405,18.291027
109.558395,18.244701
109.64283,18.329878
109.493195,18.280222
109.503174,18.290361
109.49075,18.281994
109.52499,18.29037
109.50925,18.277458
109.491,18.26941
109.43369,18.293205
109.49348,18.258566
109.49811,18.266794
109.48628,18.289244
109.49783,18.26281
109.48497,18.289362
109.4845,18.289246
109.50457,18.248877
109.49029,18.26469
109.34968,18.294613
109.49438,18.259083
109.17283,18.324085
109.51176,18.245514
109.508575,18.242538
109.33852,18.302877
109.44331,18.287409
109.63249,18.352709
109.51027,18.275805
109.49291,18.288645
109.1505,18.30587
109.5249,18.224857
109.50291,18.263393
109.481064,18.269886
109.37316,18.295507
109.55744,18.244259
109.50859,18.276573
109.50858,18.2766
109.50858,18.276594
109.50858,18.276598
109.50858,18.276598
109.6922,18.320457
109.49188,18.268476
109.49964,18.244987
109.525055,18.225254
109.53059,18.287165
109.505974,18.253843
109.4841,18.289259
109.48101,18.324263
109.58391,18.286606
109.5649,18.286716
109.44131,18.316444
109.42796,18.308142
109.62661,18.228214
109.499306,18.26932
109.58456,18.284931
109.50434,18.26221
109.50362,18.263128
109.50305,18.263874
109.55682,18.243864
109.69938,18.31522
109.51621,18.235203
109.484695,18.289316
109.568634,18.269722
109.52622,18.283552
109.50491,18.261541
109.50652,18.259377
109.51091,18.300875
109.52753,18.29906
109.50172,18.27143
109.51656,18.222744
109.42656,18.293327
109.50647,18.258318
109.38186,18.297232
109.55881,18.32124
109.564545,18.285892
109.50945,18.277288
109.49643,18.26298
109.48809,18.273355
109.443436,18.307085
109.62065,18.24465
109.51646,18.257612
109.60834,18.272646
109.48912,18.297396
109.493416,18.26393
109.51438,18.281534
109.57925,18.263182
109.472,18.291574
109.51427,18.230196
109.49538,18.305532
109.52465,18.275536
109.58103,18.28228
109.613106,18.22006
109.63825,18.239664
109.50954,18.270914
109.38299,18.29162
109.49814,18.262222
109.50259,18.26583
109.48046,18.286123
109.59885,18.304708
109.616135,18.262089
109.40789,18.3096
109.50657,18.225512
109.73152,18.334593
109.52068,18.24988
109.50949,18.25972
109.490814,18.288145
109.56115,18.321358
109.50039,18.250765
109.42868,18.291426
109.44049,18.30305
109.489006,18.297356
109.53168,18.25247
109.50652,18.225927
109.49381,18.266884
109.50035,18.286354
109.586525,18.283209
109.43634,18.292679
109.48583,18.2809
109.51109,18.274944
109.4973,18.285229
109.5052,18.246454
109.49957,18.257067
109.45032,18.300322
109.5033,18.248783
109.71128,18.290588
109.38773,18.298141
109.53337,18.296423
109.63627,18.232805
109.50941,18.276773
109.517044,18.235888
109.491,18.296082
109.50895,18.238476
109.50099,18.267143
109.492744,18.27985
109.49993,18.287367
109.62849,18.230417
109.4972,18.2951
109.56723,18.320038
109.732254,18.33507
109.37749,18.289627
109.52324,18.28923
109.48861,18.273842
109.490776,18.26735
109.519745,18.297232
109.62435,18.227755
109.507805,18.233028
109.518845,18.22827
109.62053,18.244238
109.509995,18.272942
109.495674,18.272308
109.52369,18.273573
109.5168,18.245264
109.496704,18.255728
109.40435,18.318583
109.497345,18.263111
109.48963,18.267746
109.52458,18.289934
109.37659,18.289642
109.48587,18.280865
109.49862,18.261444
109.71496,18.329727
109.50899,18.23538
109.51049,18.301096
109.49514,18.26562
109.5709,18.274626
109.443954,18.301598
109.50048,18.252731
109.49077,18.267345
109.49077,18.267353
109.49152,18.267626
109.4883,18.272902
109.50886,18.252148
109.51874,18.225168
109.50014,18.2683
109.41352,18.293188
109.42686,18.291973
109.48219,18.269012
109.49825,18.250587
109.50278,18.262932
109.51223,18.246738
109.52572,18.281712
109.49891,18.269009
109.484985,18.289347
109.51683,18.257345
109.48676,18.28914
109.501175,18.270937
109.40787,18.309786
109.49874,18.26909
109.50204,18.301306
109.42876,18.291441
109.48566,18.296156
109.442,18.301786
109.50099,18.267164
109.48769,18.272919
109.5562,18.327936
109.48564,18.211761
109.4939,18.302237
109.490395,18.285044
109.489655,18.296213
109.50805,18.246174
109.510056,18.276144
109.516884,18.256315
109.508995,18.235964
109.500725,18.270136
109.41639,18.310661
109.48229,18.268988
109.547195,18.309048
109.506615,18.265898
109.49231,18.279888
109.43824,18.300291
109.48027,18.270565
109.50182,18.257784
109.48771,18.288956
109.47984,18.28937
109.506,18.22542
109.49019,18.275751
109.49549,18.290264
109.51687,18.254765
109.48801,18.210047
109.492035,18.28905
109.49651,18.255806
109.42689,18.292034
109.49062,18.269768
109.50251,18.24255
109.51236,18.254717
109.57801,18.210114
109.42723,18.30829
109.541084,18.242027
109.61033,18.26244
109.48487,18.291058
109.504196,18.252697
109.6524,18.234339
109.43886,18.289476
109.500854,18.249937
109.51612,18.263908
109.572586,18.28251
109.49956,18.268972
109.53941,18.305113
109.26577,18.313656
109.509865,18.27776
109.587845,18.287851
109.51776,18.255972
109.45358,18.28716
109.50695,18.225914
109.70924,18.293327
109.49955,18.269184
109.42791,18.291792
109.51662,18.235416
109.50002,18.252726
109.511986,18.244047
109.51029,18.226454
109.50819,18.236528
109.20544,18.305534
109.73222,18.387331
109.57777,18.279087
109.733696,18.346964
109.52804,18.29202
109.49788,18.28888
109.51657,18.258722
109.509834,18.276388
109.51981,18.286488
109.49781,18.247915
109.471405,18.283669
109.38142,18.289759
109.44209,18.301817
109.505165,18.27435
109.635864,18.327892
109.43422,18.307838
109.50304,18.263323
109.43608,18.291367
109.49298,18.263554
109.49622,18.292044
109.52224,18.225367
109.57877,18.281868
109.45015,18.300333
109.50588,18.260939
109.48972,18.297316
109.52653,18.317797
109.51278,18.294664
109.49944,18.266504
109.47312,18.275604
109.49947,18.29238
109.51034,18.275839
109.54122,18.241808
109.48967,18.261862
109.50249,18.242878
109.49822,18.26794
109.49258,18.28951
109.49857,18.251165
109.44223,18.316545
109.50944,18.277493
109.43005,18.291906
109.512054,18.238005
109.52533,18.225258
109.48968,18.26398
109.41773,18.290285
109.4842,18.29617
109.556,18.242914
109.496544,18.28336
109.4986,18.288292
109.50665,18.249783
109.543304,18.236692
109.42652,18.293129
109.524376,18.291927
109.50855,18.277534
109.49083,18.30401
109.458916,18.282772
109.51503,18.228914
109.53854,18.300737
109.44848,18.301
109.51678,18.296448
109.51124,18.274855
109.55878,18.242477
109.45349,18.284689
109.38415,18.297901
109.48846,18.297422
109.49576,18.27228
109.49452,18.290146
109.496185,18.271996
109.53378,18.297901
109.51628,18.235334
109.3419,18.32207
109.483,18.273489
109.49889,18.261791
109.48856,18.26307
109.50863,18.277292
109.47992,18.270796
109.56237,18.254839
109.511795,18.279615
109.506836,18.252132
109.58209,18.282896
109.509,18.226229
109.50721,18.248993
109.438065,18.30223
109.42408,18.308372
109.48884,18.296206
109.43912,18.305296
109.46683,18.29538
109.47539,18.275251
109.49876,18.260876
109.58828,18.283543
109.488075,18.269081
109.41279,18.310066
109.52222,18.288914
109.74684,18.376354
109.499435,18.258974
109.49911,18.246916
109.40793,18.30932
109.52739,18.299345
109.44792,18.301373
109.48536,18.287424
109.58173,18.282574
109.51781,18.22519
109.49362,18.262995
109.50266,18.26348
109.6171,18.232372
109.5164,18.224907
109.4139,18.29058
109.70324,18.328377
109.20565,18.305758
109.493324,18.263742
109.710655,18.29134
109.4955,18.325129
109.63095,18.231306
109.51272,18.246675
109.4966,18.25525
109.49712,18.248417
109.49271,18.279282
109.74855,18.376642
109.58382,18.283258
109.50442,18.250528
109.612305,18.219212
109.399895,18.290525
109.589035,18.28351
109.47374,18.324806
109.48896,18.29741
109.48483,18.288975
109.48448,18.289675
109.501686,18.265038
109.48372,18.29387
109.4977,18.26283
109.49824,18.261683
109.50728,18.278893
109.47304,18.29069
109.42753,18.308256
109.50495,18.273567
109.59374,18.283537
109.47992,18.270853
109.71076,18.29196
109.7424,18.368673
109.510086,18.278168
109.49934,18.28751
109.45729,18.297556
109.5593,18.243147
109.36345,18.29416
109.5056,18.275606
109.491875,18.268393
109.58204,18.282888
109.486176,18.273144
109.699425,18.31535
109.48673,18.271826
109.40803,18.309328
109.493965,18.26657
109.51074,18.222563
109.62096,18.237751
109.52661,18.313738
109.50687,18.254753
109.506744,18.254025
109.40564,18.311909
109.50401,18.254091
109.6012,18.302462
109.51794,18.226738
109.41611,18.310574
109.527115,18.300663
109.71431,18.29345
109.52429,18.225315
109.58224,18.2828
109.485275,18.287943
109.75114,18.40607
109.492805,18.28838
109.51218,18.281286
109.43912,18.29112
109.40794,18.309563
109.40788,18.30968
109.7144,18.293472
109.20548,18.305998
109.735374,18.352936
109.517,18.31215
109.50058,18.286245
109.63465,18.232481
109.42816,18.291847
109.51385,18.22549
109.5166,18.271557
109.43809,18.28844
109.48348,18.21195
109.542534,18.237064
109.493706,18.289072
109.495865,18.264742
109.498314,18.233145
109.731384,18.334764
109.48759,18.263826
109.511696,18.274294
109.499214,18.287107
109.50267,18.253115
109.52002,18.226006
109.68536,18.329315
109.4875,18.273012
109.500626,18.252768
109.497025,18.270615
109.51508,18.234552
109.492546,18.288673
109.682304,18.32658
109.48534,18.287632
109.60716,18.276665
109.557274,18.2443
109.507416,18.25406
109.63617,18.232836
109.49626,18.252129
109.51705,18.225122
109.5157,18.234264
109.49203,18.268433
109.490776,18.2697
109.62663,18.228247
109.69944,18.315395
109.499374,18.269253
109.71082,18.291334
109.513695,18.271868
109.579384,18.281996
109.557655,18.240458
109.49113,18.267487
109.51391,18.269135
109.50897,18.238981
109.65337,18.234629
109.559135,18.245157
109.49901,18.26897
109.48915,18.265892
109.85209,18.43855
109.48292,18.29897
109.49991,18.255075
109.63139,18.231031
109.51263,18.254951
109.71057,18.29181
109.48923,18.29729
109.49998,18.256056
109.53138,18.252304
109.51266,18.261843
109.50937,18.277353
109.501076,18.252289
109.49663,18.251934
109.49618,18.28552
109.49955,18.257578
109.50931,18.25399
109.51539,18.232243
109.4876,18.264235
109.587875,18.287971
109.57366,18.280075
109.51667,18.227392
109.52719,18.30164
109.54066,18.293442
109.52378,18.254063
109.48982,18.229227
109.49783,18.287752
109.62088,18.24825
109.49422,18.25909
109.49796,18.270226
109.49057,18.261421
109.50058,18.261305
109.50367,18.28249
109.51624,18.267378
109.64089,18.23327
109.48025,18.31537
109.49141,18.296526
109.46434,18.280777
109.51546,18.269289
109.511086,18.27904
109.49139,18.281378
109.52836,18.296513
109.527664,18.299145
109.48563,18.27065
109.572914,18.28268
109.64533,18.23335
109.52538,18.221205
109.451,18.300173
109.492165,18.290504
109.49531,18.294334
109.4924,18.296217
109.639,18.232965
109.60838,18.272577
109.50449,18.25345
109.48793,18.297438
109.49204,18.279129
109.50007,18.286818
109.50768,18.254097
109.71082,18.367619
109.57535,18.286282
109.65276,18.234732
109.4904,18.261513
109.5154,18.233482
109.50302,18.237404
109.70955,18.405489
109.57053,18.283157
109.55527,18.24303
109.367645,18.296167
109.497375,18.25161
109.53477,18.300383
109.5722,18.276386
109.54636,18.237232
109.51515,18.226952
109.537636,18.294043
109.43141,18.289373
109.59814,18.303556
109.49866,18.268648
109.49452,18.290327
109.510506,18.273384
109.5094,18.277943
109.4824,18.268867
109.5593,18.243147
109.5593,18.243147
109.51639,18.266483
109.43716,18.305672
109.52479,18.225204
109.51414,18.243439
109.497826,18.249937
109.497025,18.263416
109.524254,18.272394
109.58608,18.286047
109.41787,18.291254
109.55147,18.290213
109.50322,18.290361
109.68152,18.325947
109.48118,18.207298
109.42548,18.308407
109.5017,18.25813
109.496,18.258755
109.473366,18.284048
109.43837,18.302372
109.50189,18.22217
109.61684,18.254185
109.40807,18.309404
109.50105,18.248615
109.50843,18.218487
109.42454,18.308453
109.43969,18.30212
109.51348,18.234058
109.48144,18.269613
109.5056,18.23771
109.57301,18.28262
109.515495,18.2692
109.49526,18.289444
109.521774,18.225178
109.52204,18.288223
109.44468,18.289297
109.40811,18.309593
109.489975,18.27535
109.43761,18.291569
109.15044,18.306572
109.48359,18.289236
109.6039,18.29817
109.520706,18.22408
109.50608,18.274727
109.50864,18.2361
109.50776,18.24704
109.58353,18.284254
109.48925,18.271065
109.562584,18.254154
109.72304,18.27588
109.60166,18.302277
109.52214,18.28931
109.38609,18.289972
109.45124,18.299936
109.4081,18.309483
109.5132,18.29485
109.49421,18.256142
109.15054,18.30635
109.49599,18.257593
109.512085,18.248466
109.54238,18.236725
109.5023,18.244017
109.50797,18.254139
109.493904,18.209747
109.51267,18.267313
109.52604,18.225874
109.51132,18.226923
109.5107,18.275496
109.46246,18.28123
109.52993,18.292837
109.49374,18.26543
109.51711,18.252457
109.48836,18.297403
109.48607,18.26542
109.50309,18.263163
109.23808,18.322685
109.510155,18.275934
109.50988,18.270718
109.64082,18.23401
109.507164,18.249414
109.5376,18.29401
109.49248,18.286379
109.74402,18.370527
109.70028,18.317205
109.515816,18.22767
109.50456,18.248924
109.50871,18.251972
109.49555,18.265684
109.489746,18.296318
109.50087,18.240475
109.46088,18.323822
109.63848,18.2347
109.497475,18.212679
109.81593,18.423143
109.49694,18.271244
109.63614,18.241545
109.502174,18.301292
109.52323,18.288969
109.541504,18.240782
109.63158,18.380768
109.48358,18.267757
109.53498,18.300299
109.61992,18.249914
109.489815,18.2704
109.44015,18.287989
109.49416,18.265282
109.49925,18.268518
109.50026,18.26794
109.49469,18.26573
109.39346,18.30622
109.50885,18.24123
109.628586,18.230816
109.408066,18.309792
109.509995,18.226404
109.48949,18.265385
109.48571,18.272923
109.69836,18.29704
109.414246,18.290604
109.489624,18.2974
109.498985,18.252304
109.51389,18.295218
109.49545,18.254993
109.50264,18.300995
109.69469,18.32618
109.614944,18.313656
109.491,18.261986
109.53202,18.293316
109.63071,18.378868
109.483315,18.296257
109.43822,18.300343
109.50556,18.237625
109.431725,18.308218
109.69855,18.308613
109.51624,18.22384
109.499725,18.268862
109.494026,18.302181
109.51523,18.224886
109.43673,18.306343
109.48889,18.262892
109.419334,18.29736
109.488106,18.297386
109.497154,18.285057
109.51545,18.269226
108.66399,19.120207
109.50904,18.27711
109.53098,18.294867
109.377174,18.297113
109.49547,18.259796
109.51133,18.274754
109.51339,18.268747
109.57976,18.281914
109.564224,18.286537
109.50005,18.254314
109.514534,18.254982
109.494,18.302284
109.49368,18.266573
109.51985,18.225586
109.51697,18.253588
109.7113,18.29056
109.49072,18.288145
109.50851,18.243973
109.422134,18.293453
109.488914,18.276722
109.566025,18.262217
109.398994,18.290396
109.699936,18.312277
109.438416,18.300045
109.50845,18.277714
109.560616,18.321407
109.50868,18.242344
109.48939,18.297323
109.63454,18.232573
109.49872,18.268986
109.61108,18.270412
109.4995,18.235914
109.49673,18.306875
109.49464,18.216644
109.52473,18.280512
109.58344,18.284132
109.51014,18.250776
109.49844,18.268087
109.49601,18.25508
109.48853,18.297398
109.4771,18.324512
109.423,18.293358
109.63463,18.36747
109.4845,18.289816
109.52257,18.272846
109.514534,18.228888
109.215866,18.318314
109.51371,18.2718
109.49107,18.261982
109.702095,18.323198
109.608376,18.266712
109.54041,18.293499
109.64965,18.238201
109.498695,18.266848
109.59649,18.2946
109.486755,18.285774
109.42955,18.29001
109.50542,18.242388
109.4987,18.261852
109.71445,18.2935
109.44671,18.29821
109.51336,18.295506
109.4909,18.269598
109.51848,18.225193
109.512024,18.250458
109.48871,18.297398
109.623024,18.228277
109.60659,18.2788
109.51241,18.228077
109.4977,18.250471
109.50949,18.277702
109.52507,18.298918
109.61705,18.277588
